player_tm_id,match_id,date,competition,team,opponent,minutes_played,sub_on_minute,sub_off_minute
504153,tm_2023-11-21_4227797,2023-11-21,CNNF,3505,7149,48,42.0,
504215,tm_2023-11-21_4227797,2023-11-21,CNNF,3505,7149,42,,42.0
507341,tm_2023-11-21_4046480,2023-11-21,U21Q,9534,16864,90,,
509897,tm_2023-11-21_4195039,2023-11-21,WMQ1,3807,15737,90,,
521127,tm_2023-11-21_4229109,2023-11-21,WMQ2,3575,14666,18,72.0,
522223,tm_2023-11-21_4195041,2023-11-21,WMQ1,3433,17758,90,,
525578,tm_2023-11-21_4230255,2023-11-21,WMQ2,3499,3815,16,74.0,
530527,tm_2023-11-21_4195038,2023-11-21,WMQ1,3560,8778,90,,
531450,tm_2023-11-21_4230259,2023-11-21,WMQ2,4311,13675,90,,
545810,tm_2023-11-21_4231200,2023-11-21,FS,32270,32240,90,,
546543,tm_2023-11-21_4178586,2023-11-21,WMQ4,3449,5233,73,,73.0
549378,tm_2023-11-21_4046163,2023-11-21,U21Q,16854,9568,90,,
560423,tm_2023-11-21_4195033,2023-11-21,WMQ1,14162,13957,90,,
560957,tm_2023-11-21_4195038,2023-11-21,WMQ1,3560,8778,90,,
561485,tm_2023-11-21_4195039,2023-11-21,WMQ1,15737,3807,90,,
566799,tm_2023-11-21_4046510,2023-11-21,U21Q,9565,17621,90,,
568693,tm_2023-11-21_4230255,2023-11-21,WMQ2,3499,3815,74,,74.0
576028,tm_2023-11-21_4230765,2023-11-21,FS,52540,28642,90,,
578392,tm_2023-11-21_4046451,2023-11-21,U21Q,3817,9324,45,,46.0
583255,tm_2023-11-21_4230273,2023-11-21,WMQ2,3441,16430,65,,65.0
588989,tm_2023-11-21_4178583,2023-11-21,WMQ4,3816,3581,90,,
589099,tm_2023-11-21_4195033,2023-11-21,WMQ1,14162,13957,45,46.0,
589128,tm_2023-11-21_4195034,2023-11-21,WMQ1,3435,13674,66,,66.0
589646,tm_2023-11-21_4195038,2023-11-21,WMQ1,3560,8778,29,61.0,
59016,tm_2023-11-21_4156977,2023-11-21,FS,3383,3262,89,,89.0
594273,tm_2023-11-21_4230769,2023-11-21,FS,32364,13951,90,,
598577,tm_2023-11-21_4156977,2023-11-21,FS,3262,3383,29,61.0,
603149,tm_2023-11-21_4195037,2023-11-21,WMQ1,3582,3563,75,,75.0
610581,tm_2023-11-21_4195038,2023-11-21,WMQ1,3560,8778,61,,61.0
617018,tm_2023-11-21_4179932,2023-11-21,FS,9171,3509,90,,
617019,tm_2023-11-21_4179932,2023-11-21,FS,9171,3509,82,,82.0
623570,tm_2023-11-21_4230255,2023-11-21,WMQ2,3499,3815,74,,74.0
627207,tm_2023-11-21_4227797,2023-11-21,CNNF,3505,7149,65,,65.0
631927,tm_2023-11-21_4195039,2023-11-21,WMQ1,3807,15737,90,,
632349,tm_2023-11-21_4046510,2023-11-21,U21Q,9565,17621,90,,
635645,tm_2023-11-21_4046480,2023-11-21,U21Q,9534,16864,90,,
654982,tm_2023-11-21_4229109,2023-11-21,WMQ2,3575,14666,85,,85.0
658052,tm_2023-11-21_4231201,2023-11-21,FS,64232,10830,90,,
661171,tm_2023-11-21_4178585,2023-11-21,WMQ4,5750,3700,90,,
663961,tm_2023-11-21_4230769,2023-11-21,FS,32364,13951,90,,
664057,tm_2023-11-21_4195039,2023-11-21,WMQ1,15737,3807,86,,86.0
673381,tm_2023-11-21_4230258,2023-11-21,WMQ2,3806,3855,15,75.0,
676318,tm_2023-11-21_4178586,2023-11-21,WMQ4,3449,5233,77,,77.0
684307,tm_2023-11-21_4195038,2023-11-21,WMQ1,3560,8778,45,46.0,
687626,tm_2023-11-21_4178585,2023-11-21,WMQ4,5750,3700,90,,
691326,tm_2023-11-21_4231200,2023-11-21,FS,32270,32240,13,77.0,
691892,tm_2023-11-21_4046451,2023-11-21,U21Q,3817,9324,90,,
698415,tm_2023-11-21_4227798,2023-11-21,CNNF,3577,8497,90,,
702869,tm_2023-11-21_4229109,2023-11-21,WMQ2,3575,14666,18,72.0,
708005,tm_2023-11-21_4136468,2023-11-21,NTD,20298,8621,90,,
711980,tm_2023-11-21_4230766,2023-11-21,FS,34868,40739,90,,
719673,tm_2023-11-21_4046367,2023-11-21,U21Q,16868,22514,90,,
724129,tm_2023-11-21_4170227,2023-11-21,U19Q,16338,23102,90,,
734751,tm_2023-11-21_4195039,2023-11-21,WMQ1,15737,3807,90,,
735813,tm_2023-11-21_4195033,2023-11-21,WMQ1,14162,13957,20,70.0,
741098,tm_2023-11-21_4227798,2023-11-21,CNNF,3577,8497,45,46.0,
745191,tm_2023-11-21_4178583,2023-11-21,WMQ4,3581,3816,90,,
754037,tm_2023-11-21_4195037,2023-11-21,WMQ1,3563,3582,28,62.0,
756494,tm_2023-11-21_4178583,2023-11-21,WMQ4,3581,3816,90,,
763079,tm_2023-11-21_4195037,2023-11-21,WMQ1,3563,3582,1,89.0,
765504,tm_2023-11-21_4231198,2023-11-21,FS,35707,34903,90,,
776890,tm_2023-11-21_4230255,2023-11-21,WMQ2,3499,3815,16,74.0,
805534,tm_2023-11-21_4170228,2023-11-21,U19Q,21142,26099,90,,
81723,tm_2023-11-21_4179932,2023-11-21,FS,9171,3509,90,,
820374,tm_2023-11-21_4231137,2023-11-21,FS,21340,51023,90,,
834397,tm_2023-11-21_4170227,2023-11-21,U19Q,16338,23102,90,,
855731,tm_2023-11-21_4195041,2023-11-21,WMQ1,3433,17758,28,62.0,
857948,tm_2023-11-21_4178583,2023-11-21,WMQ4,3816,3581,81,,81.0
86202,tm_2023-11-21_4156977,2023-11-21,FS,3262,3383,90,,
864121,tm_2023-11-21_4230273,2023-11-21,WMQ2,3441,16430,9,81.0,
88103,tm_2023-11-21_4178583,2023-11-21,WMQ4,3816,3581,74,,74.0
882197,tm_2023-11-21_4195039,2023-11-21,WMQ1,15737,3807,90,,
888140,tm_2023-11-21_4231200,2023-11-21,FS,32270,32240,60,,60.0
892160,tm_2023-11-21_4170223,2023-11-21,U19Q,17379,30519,90,,
895249,tm_2023-11-21_4195039,2023-11-21,WMQ1,15737,3807,45,,46.0
901079,tm_2023-11-21_4231200,2023-11-21,FS,32240,32270,90,,
901181,tm_2023-11-21_4231200,2023-11-21,FS,32240,32270,90,,
911985,tm_2023-11-21_4230766,2023-11-21,FS,34868,40739,90,,
914562,tm_2023-11-21_4170229,2023-11-21,U19Q,23101,20902,45,,46.0
918969,tm_2023-11-21_4230255,2023-11-21,WMQ2,3499,3815,25,65.0,
925862,tm_2023-11-21_4231198,2023-11-21,FS,35707,34903,16,74.0,
927353,tm_2023-11-21_4170216,2023-11-21,U19Q,19429,30412,14,76.0,
931147,tm_2023-11-21_4230766,2023-11-21,FS,40739,34868,90,,
93128,tm_2023-11-21_4230255,2023-11-21,WMQ2,3499,3815,90,,
948294,tm_2023-11-21_4230765,2023-11-21,FS,52540,28642,90,,
952341,tm_2023-11-21_4195038,2023-11-21,WMQ1,3560,8778,15,75.0,
955070,tm_2023-11-21_4230273,2023-11-21,WMQ2,3441,16430,25,65.0,
981196,tm_2023-11-21_4170227,2023-11-21,U19Q,16338,23102,45,,46.0
131225,tm_2023-11-22_4178584,2023-11-22,WMQ4,3437,3439,24,66.0,
255901,tm_2023-11-22_4178584,2023-11-22,WMQ4,3437,3439,90,,
260807,tm_2023-11-22_4227799,2023-11-22,CNNF,3510,3671,16,74.0,
28003,tm_2023-11-22_4178584,2023-11-22,WMQ4,3437,3439,78,,78.0
328609,tm_2023-11-22_4227799,2023-11-22,CNNF,3510,3671,90,,
331059,tm_2023-11-22_4227800,2023-11-22,CNNF,6303,3590,75,,75.0
343463,tm_2023-11-22_4227799,2023-11-22,CNNF,3510,3671,74,,74.0
344854,tm_2023-11-22_4227800,2023-11-22,CNNF,6303,3590,120,,
348795,tm_2023-11-22_4178584,2023-11-22,WMQ4,3437,3439,70,,70.0
355915,tm_2023-11-22_4178584,2023-11-22,WMQ4,3437,3439,90,,
387687,tm_2023-11-22_4227800,2023-11-22,CNNF,6303,3590,104,,104.0
401356,tm_2023-11-22_4227800,2023-11-22,CNNF,6303,3590,120,,
406625,tm_2023-11-22_4178584,2023-11-22,WMQ4,3437,3439,12,78.0,
411295,tm_2023-11-22_4178584,2023-11-22,WMQ4,3439,3437,72,,72.0
416090,tm_2023-11-22_4227800,2023-11-22,CNNF,6303,3590,50,70.0,
417348,tm_2023-11-22_4227799,2023-11-22,CNNF,3510,3671,90,,
424042,tm_2023-11-22_4178584,2023-11-22,WMQ4,3437,3439,90,,
424204,tm_2023-11-22_4227799,2023-11-22,CNNF,3510,3671,90,,
435338,tm_2023-11-22_4178584,2023-11-22,WMQ4,3439,3437,72,,72.0
487417,tm_2023-11-22_4227799,2023-11-22,CNNF,3510,3671,6,84.0,
512913,tm_2023-11-22_4227799,2023-11-22,CNNF,3510,3671,90,,90.0
520624,tm_2023-11-22_4178584,2023-11-22,WMQ4,3439,3437,78,,78.0
532937,tm_2023-11-22_4227800,2023-11-22,CNNF,6303,3590,120,,
532938,tm_2023-11-22_4227800,2023-11-22,CNNF,6303,3590,45,75.0,
533738,tm_2023-11-22_4227799,2023-11-22,CNNF,3510,3671,90,,
534033,tm_2023-11-22_4178584,2023-11-22,WMQ4,3437,3439,90,,
540315,tm_2023-11-22_4227800,2023-11-22,CNNF,6303,3590,63,57.0,
54781,tm_2023-11-22_4178584,2023-11-22,WMQ4,3437,3439,90,,
548111,tm_2023-11-22_4227818,2023-11-22,CDR,1050,10907,74,46.0,
552955,tm_2023-11-22_4227800,2023-11-22,CNNF,6303,3590,50,70.0,
576024,tm_2023-11-22_4178584,2023-11-22,WMQ4,3437,3439,78,,78.0
637446,tm_2023-11-22_4227799,2023-11-22,CNNF,3510,3671,84,,84.0
638793,tm_2023-11-22_4227799,2023-11-22,CNNF,3510,3671,74,,74.0
837619,tm_2023-11-22_4230742,2023-11-22,M23L,110459,110451,88,,88.0
921655,tm_2023-11-22_4227799,2023-11-22,CNNF,3510,3671,74,,74.0
1206877,tm_2023-11-23_4229164,2023-11-23,FS,25793,23243,52,,52.0
188312,tm_2023-11-23_4226868,2023-11-23,IRN1,4947,40472,6,84.0,
345716,tm_2023-11-23_4102817,2023-11-23,CRPD,4720,35556,18,72.0,
349570,tm_2023-11-23_4119345,2023-11-23,UAE1,78312,13613,90,,
856087,tm_2023-11-23_4226868,2023-11-23,IRN1,4947,40472,90,,
932724,tm_2023-11-23_4226868,2023-11-23,IRN1,4947,40472,90,,
126014,tm_2023-11-24_4098349,2023-11-24,NL2,202,3892,16,74.0,
132098,tm_2023-11-24_4096071,2023-11-24,La Liga,27,3,90,,
153084,tm_2023-11-24_4096071,2023-11-24,La Liga,27,3,90,,
161056,tm_2023-11-24_4096071,2023-11-24,La Liga,27,3,90,,
17259,tm_2023-11-24_4096071,2023-11-24,La Liga,27,3,90,,
181921,tm_2023-11-24_4165940,2023-11-24,AUS1,7006,71085,90,,
182893,tm_2023-11-24_4138465,2023-11-24,SA1,18544,71665,55,,55.0
185175,tm_2023-11-24_4165940,2023-11-24,AUS1,7006,71085,90,,
192565,tm_2023-11-24_4096071,2023-11-24,La Liga,27,3,90,,
223967,tm_2023-11-24_4096071,2023-11-24,La Liga,27,3,90,,
258513,tm_2023-11-24_4098349,2023-11-24,NL2,202,3892,32,58.0,
260859,tm_2023-11-24_4138459,2023-11-24,SA1,8023,7732,90,,
273742,tm_2023-11-24_4108553,2023-11-24,GB2,1194,399,90,,
283473,tm_2023-11-24_4228539,2023-11-24,POMX,82696,1403,45,,46.0
287188,tm_2023-11-24_4096071,2023-11-24,La Liga,3,27,65,,65.0
298603,tm_2023-11-24_4096390,2023-11-24,Ligue 1,41,23,90,,
333004,tm_2023-11-24_4197746,2023-11-24,ACL,44664,8428,72,,72.0
334526,tm_2023-11-24_4094686,2023-11-24,FR1,162,583,90,,
340456,tm_2023-11-24_4096071,2023-11-24,La Liga,27,3,90,,
342229,tm_2023-11-24_4094686,2023-11-24,FR1,583,162,90,,
344695,tm_2023-11-24_4096071,2023-11-24,La Liga,27,3,90,,
350219,tm_2023-11-24_4094686,2023-11-24,FR1,583,162,82,,82.0
356042,tm_2023-11-24_4228539,2023-11-24,POMX,1403,82696,90,,
363223,tm_2023-11-24_4138459,2023-11-24,SA1,7732,8023,90,,
375137,tm_2023-11-24_4094686,2023-11-24,FR1,162,583,90,,
398073,tm_2023-11-24_4094686,2023-11-24,FR1,583,162,90,,
401029,tm_2023-11-24_4098346,2023-11-24,NL2,1228,8817,90,,
432298,tm_2023-11-24_4098881,2023-11-24,BE1,475,1096,90,,
446106,tm_2023-11-24_4228538,2023-11-24,POMX,40188,4941,90,,
468174,tm_2023-11-24_4228539,2023-11-24,POMX,1403,82696,90,,
474701,tm_2023-11-24_4108553,2023-11-24,GB2,399,1194,90,,
476701,tm_2023-11-24_4094686,2023-11-24,FR1,583,162,90,,
479682,tm_2023-11-24_4197746,2023-11-24,ACL,44664,8428,90,,
485672,tm_2023-11-24_4091576,2023-11-24,DK2,2414,22110,86,,86.0
490426,tm_2023-11-24_4094686,2023-11-24,FR1,162,583,11,79.0,
503770,tm_2023-11-24_4094686,2023-11-24,FR1,162,583,90,,
509894,tm_2023-11-24_4138465,2023-11-24,SA1,18544,71665,90,,
550550,tm_2023-11-24_4094686,2023-11-24,FR1,583,162,71,,71.0
576265,tm_2023-11-24_4226870,2023-11-24,IRN1,20962,28344,90,,90.0
578419,tm_2023-11-24_4228538,2023-11-24,POMX,4941,40188,90,,
61651,tm_2023-11-24_4138459,2023-11-24,SA1,7732,8023,90,,
617019,tm_2023-11-24_4098353,2023-11-24,NL2,132,404,62,,62.0
648779,tm_2023-11-24_4094686,2023-11-24,FR1,162,583,90,,
664057,tm_2023-11-24_4175671,2023-11-24,QSL,10775,965,90,,
708265,tm_2023-11-24_4094686,2023-11-24,FR1,583,162,18,72.0,
727157,tm_2023-11-24_4197746,2023-11-24,ACL,44664,8428,90,,
735815,tm_2023-11-24_4138465,2023-11-24,SA1,18544,71665,34,56.0,
741098,tm_2023-11-24_4102819,2023-11-24,CRPD,18659,8601,90,,
743515,tm_2023-11-24_4162294,2023-11-24,FR3,2969,1154,90,,
745200,tm_2023-11-24_4094686,2023-11-24,FR1,162,583,11,79.0,
748443,tm_2023-11-24_4226826,2023-11-24,ALG1,30929,30685,45,46.0,
804885,tm_2023-11-24_4162290,2023-11-24,FR3,3525,1165,90,,
888140,tm_2023-11-24_4165940,2023-11-24,AUS1,7006,71085,23,67.0,
888738,tm_2023-11-24_4162292,2023-11-24,FR3,1564,1159,90,,
917911,tm_2023-11-24_4099088,2023-11-24,BE2,3225,5026,90,,
1007720,tm_2023-11-25_4097200,2023-11-25,GB3,1032,2805,90,,
1040473,tm_2023-11-25_4102350,2023-11-25,JGD2,7560,90379,75,,75.0
1061046,tm_2023-11-25_4102943,2023-11-25,C191,110606,110596,90,,
1064377,tm_2023-11-25_4244711,2023-11-25,PT23,68780,110983,90,,
1066953,tm_2023-11-25_4230744,2023-11-25,M23L,110459,110451,45,46.0,
106987,tm_2023-11-25_4096066,2023-11-25,La Liga,16,18,45,,46.0
1080301,tm_2023-11-25_4226874,2023-11-25,IRN1,6081,1076,10,80.0,
108354,tm_2023-11-25_4095200,2023-11-25,Premier League,873,1031,41,49.0,
108725,tm_2023-11-25_4095203,2023-11-25,Premier League,703,1237,63,,63.0
1109358,tm_2023-11-25_4165942,2023-11-25,AUS1,5551,6954,55,,55.0
111455,tm_2023-11-25_4096073,2023-11-25,La Liga,15,86,89,,89.0
1119447,tm_2023-11-25_4098876,2023-11-25,BE1,1184,3057,90,,
1125037,tm_2023-11-25_4148579,2023-11-25,SFA1,2557,12668,67,,67.0
1130514,tm_2023-11-25_4170412,2023-11-25,C3GE,7968,8179,76,,76.0
113915,tm_2023-11-25_4175674,2023-11-25,QSL,3229,34232,90,,
1185888,tm_2023-11-25_4138922,2023-11-25,F19A,6326,94753,81,,81.0
120205,tm_2023-11-25_4096068,2023-11-25,La Liga,60,105,90,,
125714,tm_2023-11-25_4095196,2023-11-25,Premier League,1148,11,90,,
126600,tm_2023-11-25_4108550,2023-11-25,GB2,1123,1039,90,,
132561,tm_2023-11-25_4226874,2023-11-25,IRN1,1076,6081,90,,
136834,tm_2023-11-25_4165941,2023-11-25,AUS1,25580,8445,90,,
139208,tm_2023-11-25_4095201,2023-11-25,Premier League,31,281,90,,
144028,tm_2023-11-25_4095196,2023-11-25,Premier League,11,1148,90,,
148455,tm_2023-11-25_4095201,2023-11-25,Premier League,31,281,90,,
149901,tm_2023-11-25_4165941,2023-11-25,AUS1,8445,25580,90,,
156990,tm_2023-11-25_4096073,2023-11-25,La Liga,86,15,90,,
157154,tm_2023-11-25_4171523,2023-11-25,AZ1,9526,22010,90,,
157672,tm_2023-11-25_4095197,2023-11-25,Premier League,379,1132,90,,
164904,tm_2023-11-25_4094692,2023-11-25,FR1,3524,826,90,,
164915,tm_2023-11-25_4095647,2023-11-25,FR2,11273,1290,90,,
167850,tm_2023-11-25_4113075,2023-11-25,ES1,13,237,8,82.0,
170895,tm_2023-11-25_4129537,2023-11-25,TR1,868,2832,9,81.0,
171424,tm_2023-11-25_4138464,2023-11-25,SA1,18487,9840,90,,
177476,tm_2023-11-25_4095201,2023-11-25,Premier League,281,31,90,,
178614,tm_2023-11-25_4108555,2023-11-25,GB2,3008,2288,90,,
182712,tm_2023-11-25_4113089,2023-11-25,ES1,131,367,90,,
182906,tm_2023-11-25_4103599,2023-11-25,IT1,5,430,90,,
185372,tm_2023-11-25_4142687,2023-11-25,THA1,25444,12533,36,54.0,
186374,tm_2023-11-25_4100166,2023-11-25,Serie A,409,4467,90,,
187987,tm_2023-11-25_4175673,2023-11-25,QSL,6297,10920,90,,90.0
188077,tm_2023-11-25_4095204,2023-11-25,Premier League,989,350,90,,
191056,tm_2023-11-25_4094692,2023-11-25,FR1,826,3524,90,,
192557,tm_2023-11-25_4096396,2023-11-25,Ligue 1,35,30,90,,
192635,tm_2023-11-25_4096066,2023-11-25,La Liga,18,16,90,,
193004,tm_2023-11-25_4096069,2023-11-25,La Liga,79,24,90,,
193082,tm_2023-11-25_4096073,2023-11-25,La Liga,15,86,90,,
195778,tm_2023-11-25_4096069,2023-11-25,La Liga,79,24,90,,
198614,tm_2023-11-25_4090060,2023-11-25,TS1,941,1897,90,,
203348,tm_2023-11-25_4094687,2023-11-25,FR1,244,667,90,,
204294,tm_2023-11-25_4095196,2023-11-25,Premier League,1148,11,90,,90.0
205938,tm_2023-11-25_4103592,2023-11-25,IT1,800,6195,90,,
207006,tm_2023-11-25_4098048,2023-11-25,Eredivisie,317,383,45,,46.0
207843,tm_2023-11-25_4097197,2023-11-25,GB3,2963,1072,90,,
210349,tm_2023-11-25_4138462,2023-11-25,SA1,50531,27221,61,,61.0
217929,tm_2023-11-25_4232177,2023-11-25,OM1L,13948,56517,45,46.0,
220793,tm_2023-11-25_4225540,2023-11-25,RU1,964,41231,90,,
223367,tm_2023-11-25_4230075,2023-11-25,POPO,294,3329,90,,
223979,tm_2023-11-25_4096070,2023-11-25,La Liga,23826,82,90,,
225657,tm_2023-11-25_4096068,2023-11-25,La Liga,60,105,90,,
225744,tm_2023-11-25_4120929,2023-11-25,SC1,43,2578,90,,
230921,tm_2023-11-25_4129542,2023-11-25,TR1,10484,2293,23,67.0,
232219,tm_2023-11-25_4131744,2023-11-25,TR2,11688,120,90,,
232454,tm_2023-11-25_4096073,2023-11-25,La Liga,15,86,1,89.0,
237425,tm_2023-11-25_4197751,2023-11-25,ACL,7,31855,90,,
238997,tm_2023-11-25_4231024,2023-11-25,MAR1,3282,37415,90,,
241457,tm_2023-11-25_4172245,2023-11-25,UCOL,119,10690,66,,66.0
242089,tm_2023-11-25_4090060,2023-11-25,TS1,941,1897,90,,
242267,tm_2023-11-25_4138463,2023-11-25,SA1,1114,9131,21,69.0,
243633,tm_2023-11-25_4119344,2023-11-25,UAE1,17195,4785,90,,
243879,tm_2023-11-25_4112541,2023-11-25,IT2,2239,5514,67,,67.0
244940,tm_2023-11-25_4096066,2023-11-25,La Liga,16,18,23,67.0,
248454,tm_2023-11-25_4096396,2023-11-25,Ligue 1,35,30,90,,
250490,tm_2023-11-25_4108550,2023-11-25,GB2,1123,1039,90,,90.0
250845,tm_2023-11-25_4113075,2023-11-25,ES1,13,237,8,82.0,
252345,tm_2023-11-25_4108548,2023-11-25,GB2,1010,1003,90,,
255788,tm_2023-11-25_4108556,2023-11-25,GB2,677,984,90,,
255901,tm_2023-11-25_4113075,2023-11-25,ES1,13,237,27,63.0,
256019,tm_2023-11-25_4165941,2023-11-25,AUS1,8445,25580,90,,
257814,tm_2023-11-25_4096066,2023-11-25,La Liga,16,18,90,,
258004,tm_2023-11-25_4095201,2023-11-25,Premier League,281,31,90,,
258987,tm_2023-11-25_4113094,2023-11-25,ES1,940,1049,90,,
262980,tm_2023-11-25_4095200,2023-11-25,Premier League,873,1031,90,,
265383,tm_2023-11-25_4118834,2023-11-25,ISR1,1064,262,90,,
272999,tm_2023-11-25_4095202,2023-11-25,Premier League,762,631,87,,87.0
273879,tm_2023-11-25_4226874,2023-11-25,IRN1,1076,6081,90,,
274536,tm_2023-11-25_4150605,2023-11-25,GR1,3385,1091,27,63.0,
282411,tm_2023-11-25_4113075,2023-11-25,ES1,13,237,90,,
283489,tm_2023-11-25_4116572,2023-11-25,ES2,1533,3368,90,,
283628,tm_2023-11-25_4095197,2023-11-25,Premier League,379,1132,90,,
284730,tm_2023-11-25_4095201,2023-11-25,Premier League,281,31,90,,
284732,tm_2023-11-25_4096066,2023-11-25,La Liga,16,18,90,,
284857,tm_2023-11-25_4095202,2023-11-25,Premier League,631,762,90,,
285548,tm_2023-11-25_4225541,2023-11-25,RU1,121,2410,90,,
290587,tm_2023-11-25_4096069,2023-11-25,La Liga,24,79,90,,
291200,tm_2023-11-25_4095203,2023-11-25,Premier League,703,1237,90,,
292534,tm_2023-11-25_4096396,2023-11-25,Ligue 1,35,30,90,,
292779,tm_2023-11-25_4090061,2023-11-25,TS1,62,1321,30,60.0,
294808,tm_2023-11-25_4138464,2023-11-25,SA1,18487,9840,90,,
295381,tm_2023-11-25_4145155,2023-11-25,TUN1,581,39801,90,,
306166,tm_2023-11-25_4129542,2023-11-25,TR1,10484,2293,90,,
308120,tm_2023-11-25_4138463,2023-11-25,SA1,1114,9131,69,,69.0
309400,tm_2023-11-25_4095196,2023-11-25,Premier League,11,1148,11,79.0,
315291,tm_2023-11-25_4108549,2023-11-25,GB2,990,1028,90,,
315779,tm_2023-11-25_4103599,2023-11-25,IT1,5,430,61,,61.0
316264,tm_2023-11-25_4095196,2023-11-25,Premier League,11,1148,90,,90.0
318204,tm_2023-11-25_4096070,2023-11-25,La Liga,23826,82,90,,
321204,tm_2023-11-25_4098048,2023-11-25,Eredivisie,317,383,76,,76.0
326029,tm_2023-11-25_4096066,2023-11-25,La Liga,16,18,23,67.0,
326330,tm_2023-11-25_4113089,2023-11-25,ES1,131,367,90,,
328455,tm_2023-11-25_4098050,2023-11-25,Eredivisie,235,1269,11,79.0,
328658,tm_2023-11-25_4095196,2023-11-25,Premier League,1148,11,90,,
330659,tm_2023-11-25_4095204,2023-11-25,Premier League,989,350,66,,66.0
331560,tm_2023-11-25_4095196,2023-11-25,Premier League,11,1148,90,,
333014,tm_2023-11-25_4095197,2023-11-25,Premier League,1132,379,90,,
335457,tm_2023-11-25_4096067,2023-11-25,La Liga,167,89,78,,78.0
337884,tm_2023-11-25_4148578,2023-11-25,SFA1,23287,9370,73,,73.0
339314,tm_2023-11-25_4096069,2023-11-25,La Liga,79,24,80,,80.0
339332,tm_2023-11-25_4098048,2023-11-25,Eredivisie,383,317,14,76.0,
339808,tm_2023-11-25_4103599,2023-11-25,IT1,5,430,90,,
340303,tm_2023-11-25_4175670,2023-11-25,QSL,13509,1230,78,,
340526,tm_2023-11-25_4189191,2023-11-25,AND1,62573,28633,82,,82.0
341429,tm_2023-11-25_4129535,2023-11-25,TR1,141,11282,79,,79.0
342405,tm_2023-11-25_4096070,2023-11-25,La Liga,82,23826,83,,83.0
343463,tm_2023-11-25_4113075,2023-11-25,ES1,237,13,28,62.0,
344830,tm_2023-11-25_4095200,2023-11-25,Premier League,1031,873,29,61.0,
345886,tm_2023-11-25_4096067,2023-11-25,La Liga,167,89,26,64.0,
346853,tm_2023-11-25_4096073,2023-11-25,La Liga,86,15,83,,83.0
347138,tm_2023-11-25_4108550,2023-11-25,GB2,1039,1123,63,,63.0
348863,tm_2023-11-25_4108545,2023-11-25,GB2,337,1035,78,,78.0
349066,tm_2023-11-25_4095202,2023-11-25,Premier League,762,631,81,,81.0
350357,tm_2023-11-25_4096396,2023-11-25,Ligue 1,30,35,3,87.0,
35047,tm_2023-11-25_4113075,2023-11-25,ES1,13,237,90,,
353032,tm_2023-11-25_4113081,2023-11-25,ES1,3709,3302,45,,45.0
354145,tm_2023-11-25_4225541,2023-11-25,RU1,121,2410,45,46.0,
356141,tm_2023-11-25_4103601,2023-11-25,IT1,398,380,90,,
357565,tm_2023-11-25_4095201,2023-11-25,Premier League,281,31,90,,
357662,tm_2023-11-25_4095196,2023-11-25,Premier League,11,1148,90,,
358504,tm_2023-11-25_4096068,2023-11-25,La Liga,60,105,82,,82.0
360518,tm_2023-11-25_4103592,2023-11-25,IT1,800,6195,90,,
361104,tm_2023-11-25_4098048,2023-11-25,Eredivisie,383,317,90,,
367284,tm_2023-11-25_4103592,2023-11-25,IT1,6195,800,12,78.0,
370789,tm_2023-11-25_4096066,2023-11-25,La Liga,16,18,90,,
370997,tm_2023-11-25_4150605,2023-11-25,GR1,1091,3385,90,,
371013,tm_2023-11-25_4098049,2023-11-25,Eredivisie,385,306,90,,
371686,tm_2023-11-25_4098051,2023-11-25,Eredivisie,499,610,26,64.0,
372267,tm_2023-11-25_4098048,2023-11-25,Eredivisie,383,317,76,,76.0
374889,tm_2023-11-25_4175673,2023-11-25,QSL,10920,6297,90,,
376514,tm_2023-11-25_4103592,2023-11-25,IT1,6195,800,39,,39.0
380919,tm_2023-11-25_4129537,2023-11-25,TR1,868,2832,90,,
382528,tm_2023-11-25_4129535,2023-11-25,TR1,141,11282,16,74.0,
385918,tm_2023-11-25_4098876,2023-11-25,BE1,3057,1184,90,,
387110,tm_2023-11-25_4230075,2023-11-25,POPO,294,3329,11,79.0,
388165,tm_2023-11-25_4095196,2023-11-25,Premier League,1148,11,72,,72.0
388171,tm_2023-11-25_4120927,2023-11-25,SC1,371,987,90,,
388198,tm_2023-11-25_4096066,2023-11-25,La Liga,16,18,90,,
389253,tm_2023-11-25_4095204,2023-11-25,Premier League,350,989,90,,
392757,tm_2023-11-25_4095200,2023-11-25,Premier League,873,1031,90,,
393241,tm_2023-11-25_4098050,2023-11-25,Eredivisie,235,1269,90,,
395695,tm_2023-11-25_4095641,2023-11-25,FR2,290,595,90,,
396908,tm_2023-11-25_4108548,2023-11-25,GB2,1003,1010,6,84.0,
398184,tm_2023-11-25_4113089,2023-11-25,ES1,131,367,55,,55.0
399162,tm_2023-11-25_4120929,2023-11-25,SC1,43,2578,9,81.0,
401356,tm_2023-11-25_4095197,2023-11-25,Premier League,379,1132,63,,63.0
401578,tm_2023-11-25_4096073,2023-11-25,La Liga,15,86,90,,
402979,tm_2023-11-25_4172245,2023-11-25,UCOL,119,10690,90,,
404950,tm_2023-11-25_4096070,2023-11-25,La Liga,23826,82,7,83.0,
405855,tm_2023-11-25_4090061,2023-11-25,TS1,62,1321,77,,77.0
410225,tm_2023-11-25_4094687,2023-11-25,FR1,244,667,34,56.0,
411295,tm_2023-11-25_4113089,2023-11-25,ES1,131,367,15,75.0,
